==============================================================================
 ESQUEMA DE BASE DE DATOS - ARTESA PRODUCCION
 Base de datos : artesa_produccion
 Host          : artesa-produccion-db.csbsswgcszct.us-east-1.rds.amazonaws.com:5432
 Generado      : 2026-07-02 14:19:05
==============================================================================

------------------------------------------------------------------------------
 1. TABLAS Y COLUMNAS
------------------------------------------------------------------------------
              table_name              |             column_name              |          data_type          | character_maximum_length | numeric_precision | numeric_scale | is_nullable |                     column_default                     | ordinal_position 
--------------------------------------+--------------------------------------+-----------------------------+--------------------------+-------------------+---------------+-------------+--------------------------------------------------------+------------------
 amasadoras                           | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('amasadoras_id_seq'::regclass)                 |                1
 amasadoras                           | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                     |                2
 amasadoras                           | nombre                               | character varying           |                      100 |                   |               | NO          |                                                        |                3
 amasadoras                           | codigo                               | character varying           |                       50 |                   |               | YES         |                                                        |                4
 amasadoras                           | capacidad_kg                         | numeric                     |                          |                10 |             2 | NO          |                                                        |                5
 amasadoras                           | tipo                                 | character varying           |                       50 |                   |               | YES         |                                                        |                6
 amasadoras                           | activa                               | boolean                     |                          |                   |               | YES         | true                                                   |                7
 amasadoras                           | observaciones                        | text                        |                          |                   |               | YES         |                                                        |                8
 amasadoras                           | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |                9
 amasadoras                           | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               10
 auditoria                            | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('auditoria_id_seq'::regclass)                  |                1
 auditoria                            | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                     |                2
 auditoria                            | tabla                                | character varying           |                       50 |                   |               | NO          |                                                        |                3
 auditoria                            | registro_id                          | integer                     |                          |                32 |             0 | NO          |                                                        |                4
 auditoria                            | accion                               | character varying           |                       20 |                   |               | NO          |                                                        |                5
 auditoria                            | usuario_id                           | integer                     |                          |                32 |             0 | YES         |                                                        |                6
 auditoria                            | usuario_nombre                       | character varying           |                      100 |                   |               | YES         |                                                        |                7
 auditoria                            | datos_anteriores                     | jsonb                       |                          |                   |               | YES         |                                                        |                8
 auditoria                            | datos_nuevos                         | jsonb                       |                          |                   |               | YES         |                                                        |                9
 auditoria                            | cambios                              | jsonb                       |                          |                   |               | YES         |                                                        |               10
 auditoria                            | ip_address                           | inet                        |                          |                   |               | YES         |                                                        |               11
 auditoria                            | user_agent                           | text                        |                          |                   |               | YES         |                                                        |               12
 auditoria                            | fecha                                | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               13
 auditoria_cambios                    | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('auditoria_cambios_id_seq'::regclass)          |                1
 auditoria_cambios                    | uuid                                 | uuid                        |                          |                   |               | NO          | gen_random_uuid()                                      |                2
 auditoria_cambios                    | tabla                                | character varying           |                      100 |                   |               | NO          |                                                        |                3
 auditoria_cambios                    | registro_id                          | integer                     |                          |                32 |             0 | NO          |                                                        |                4
 auditoria_cambios                    | masa_id                              | integer                     |                          |                32 |             0 | YES         |                                                        |                5
 auditoria_cambios                    | operacion                            | character varying           |                       20 |                   |               | NO          |                                                        |                6
 auditoria_cambios                    | datos_anteriores                     | jsonb                       |                          |                   |               | YES         |                                                        |                7
 auditoria_cambios                    | datos_nuevos                         | jsonb                       |                          |                   |               | YES         |                                                        |                8
 auditoria_cambios                    | campos_modificados                   | ARRAY                       |                          |                   |               | YES         |                                                        |                9
 auditoria_cambios                    | usuario_id                           | integer                     |                          |                32 |             0 | YES         |                                                        |               10
 auditoria_cambios                    | usuario_nombre                       | character varying           |                      200 |                   |               | YES         |                                                        |               11
 auditoria_cambios                    | ip_address                           | inet                        |                          |                   |               | YES         |                                                        |               12
 auditoria_cambios                    | user_agent                           | text                        |                          |                   |               | YES         |                                                        |               13
 auditoria_cambios                    | fecha_cambio                         | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               14
 auditoria_cambios                    | motivo                               | text                        |                          |                   |               | YES         |                                                        |               15
 auditoria_modificaciones             | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('auditoria_modificaciones_id_seq'::regclass)   |                1
 auditoria_modificaciones             | uuid                                 | uuid                        |                          |                   |               | NO          | gen_random_uuid()                                      |                2
 auditoria_modificaciones             | tabla                                | character varying           |                      100 |                   |               | NO          |                                                        |                3
 auditoria_modificaciones             | registro_id                          | integer                     |                          |                32 |             0 | NO          |                                                        |                4
 auditoria_modificaciones             | campo                                | character varying           |                      100 |                   |               | NO          |                                                        |                5
 auditoria_modificaciones             | valor_anterior                       | text                        |                          |                   |               | YES         |                                                        |                6
 auditoria_modificaciones             | valor_nuevo                          | text                        |                          |                   |               | YES         |                                                        |                7
 auditoria_modificaciones             | motivo                               | text                        |                          |                   |               | YES         |                                                        |                8
 auditoria_modificaciones             | usuario_id                           | integer                     |                          |                32 |             0 | NO          |                                                        |                9
 auditoria_modificaciones             | usuario_nombre                       | character varying           |                      200 |                   |               | YES         |                                                        |               10
 auditoria_modificaciones             | usuario_rol                          | character varying           |                       50 |                   |               | YES         |                                                        |               11
 auditoria_modificaciones             | fecha_modificacion                   | timestamp without time zone |                          |                   |               | NO          | now()                                                  |               12
 auditoria_modificaciones             | ip_address                           | character varying           |                       50 |                   |               | YES         |                                                        |               13
 auditoria_modificaciones             | masa_id                              | integer                     |                          |                32 |             0 | YES         |                                                        |               14
 catalogo_productos                   | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('catalogo_productos_id_seq'::regclass)         |                1
 catalogo_productos                   | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                     |                2
 catalogo_productos                   | codigo_producto                      | character varying           |                       50 |                   |               | NO          |                                                        |                3
 catalogo_productos                   | nombre                               | character varying           |                      200 |                   |               | NO          |                                                        |                4
 catalogo_productos                   | presentacion                         | character varying           |                      100 |                   |               | YES         |                                                        |                5
 catalogo_productos                   | peso_masa_gramos                     | numeric                     |                          |                10 |             2 | NO          |                                                        |                6
 catalogo_productos                   | categoria                            | character varying           |                      100 |                   |               | YES         |                                                        |                7
 catalogo_productos                   | tipo_masa                            | character varying           |                      100 |                   |               | YES         |                                                        |                8
 catalogo_productos                   | activo                               | boolean                     |                          |                   |               | YES         | true                                                   |                9
 catalogo_productos                   | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               10
 catalogo_productos                   | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               11
 catalogo_tipos_masa                  | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('catalogo_tipos_masa_id_seq'::regclass)        |                1
 catalogo_tipos_masa                  | uuid                                 | uuid                        |                          |                   |               | NO          | gen_random_uuid()                                      |                2
 catalogo_tipos_masa                  | codigo_sap                           | character varying           |                       50 |                   |               | NO          |                                                        |                3
 catalogo_tipos_masa                  | tipo_masa                            | character varying           |                      100 |                   |               | NO          |                                                        |                4
 catalogo_tipos_masa                  | nombre_masa                          | character varying           |                      200 |                   |               | NO          |                                                        |                5
 catalogo_tipos_masa                  | descripcion                          | text                        |                          |                   |               | YES         |                                                        |                6
 catalogo_tipos_masa                  | activo                               | boolean                     |                          |                   |               | YES         | true                                                   |                7
 catalogo_tipos_masa                  | requiere_reposo_pre_division         | boolean                     |                          |                   |               | YES         | false                                                  |                8
 catalogo_tipos_masa                  | tiempo_reposo_division_minutos       | integer                     |                          |                32 |             0 | YES         |                                                        |                9
 catalogo_tipos_masa                  | requiere_formado                     | boolean                     |                          |                   |               | YES         | false                                                  |               10
 catalogo_tipos_masa                  | requiere_camara_frio                 | boolean                     |                          |                   |               | YES         | false                                                  |               11
 catalogo_tipos_masa                  | tiempo_fermentacion_estandar_minutos | integer                     |                          |                32 |             0 | YES         | 40                                                     |               12
 catalogo_tipos_masa                  | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               13
 catalogo_tipos_masa                  | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               14
 catalogo_tipos_masa                  | codigo_lote                          | character varying           |                        4 |                   |               | YES         |                                                        |               15
 catalogo_tipos_masa                  | unidades_pan_por_paquete             | numeric                     |                          |                 6 |             2 | NO          | 1                                                      |               16
 catalogo_tipos_masa                  | dias_vida_util                       | integer                     |                          |                32 |             0 | NO          | 5                                                      |               17
 catalogo_tipos_masa                  | usuario_id                           | integer                     |                          |                32 |             0 | YES         |                                                        |               18
 catalogo_tipos_masa                  | usuario_nombre                       | character varying           |                      150 |                   |               | YES         |                                                        |               19
 configuracion_etiqueta               | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('configuracion_etiqueta_id_seq'::regclass)     |                1
 configuracion_etiqueta               | sap_item_code                        | character varying           |                       50 |                   |               | NO          |                                                        |                2
 configuracion_etiqueta               | nombre_producto                      | character varying           |                      200 |                   |               | NO          |                                                        |                3
 configuracion_etiqueta               | ingredientes_txt                     | text                        |                          |                   |               | YES         |                                                        |                4
 configuracion_etiqueta               | alergenos_txt                        | text                        |                          |                   |               | YES         |                                                        |                5
 configuracion_etiqueta               | condiciones_txt                      | text                        |                          |                   |               | YES         | 'Mantener en lugar fresco y seco'::text                |                6
 configuracion_etiqueta               | registro_invima                      | character varying           |                      100 |                   |               | YES         |                                                        |                7
 configuracion_etiqueta               | peso_neto_txt                        | character varying           |                      100 |                   |               | YES         |                                                        |                8
 configuracion_etiqueta               | fabricante_txt                       | character varying           |                      200 |                   |               | YES         | 'La Artesa SAS – Bogotá, Colombia'::character varying  |                9
 configuracion_etiqueta               | activo                               | boolean                     |                          |                   |               | YES         | true                                                   |               10
 configuracion_etiqueta               | created_at                           | timestamp without time zone |                          |                   |               | YES         | now()                                                  |               11
 configuracion_etiqueta               | updated_at                           | timestamp without time zone |                          |                   |               | YES         | now()                                                  |               12
 configuracion_sistema                | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('configuracion_sistema_id_seq'::regclass)      |                1
 configuracion_sistema                | clave                                | character varying           |                      100 |                   |               | NO          |                                                        |                2
 configuracion_sistema                | valor                                | text                        |                          |                   |               | YES         |                                                        |                3
 configuracion_sistema                | tipo                                 | character varying           |                       20 |                   |               | YES         | 'STRING'::character varying                            |                4
 configuracion_sistema                | categoria                            | character varying           |                       50 |                   |               | YES         |                                                        |                5
 configuracion_sistema                | descripcion                          | text                        |                          |                   |               | YES         |                                                        |                6
 configuracion_sistema                | es_publica                           | boolean                     |                          |                   |               | YES         | false                                                  |                7
 configuracion_sistema                | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |                8
 configuracion_sistema                | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |                9
 configuracion_sistema                | actualizado_por                      | integer                     |                          |                32 |             0 | YES         |                                                        |               10
 control_calidad                      | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('control_calidad_id_seq'::regclass)            |                1
 control_calidad                      | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                     |                2
 control_calidad                      | orden_id                             | integer                     |                          |                32 |             0 | NO          |                                                        |                3
 control_calidad                      | etapa_id                             | integer                     |                          |                32 |             0 | YES         |                                                        |                4
 control_calidad                      | tipo_control                         | character varying           |                       50 |                   |               | NO          |                                                        |                5
 control_calidad                      | parametro                            | character varying           |                      100 |                   |               | NO          |                                                        |                6
 control_calidad                      | valor_esperado                       | character varying           |                      100 |                   |               | YES         |                                                        |                7
 control_calidad                      | valor_minimo                         | character varying           |                      100 |                   |               | YES         |                                                        |                8
 control_calidad                      | valor_maximo                         | character varying           |                      100 |                   |               | YES         |                                                        |                9
 control_calidad                      | valor_real                           | character varying           |                      100 |                   |               | NO          |                                                        |               10
 control_calidad                      | unidad_medida                        | character varying           |                       20 |                   |               | YES         |                                                        |               11
 control_calidad                      | cumple                               | boolean                     |                          |                   |               | YES         | true                                                   |               12
 control_calidad                      | nivel_criticidad                     | character varying           |                       20 |                   |               | YES         | 'MEDIO'::character varying                             |               13
 control_calidad                      | fecha_registro                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               14
 control_calidad                      | usuario_id                           | integer                     |                          |                32 |             0 | NO          |                                                        |               15
 control_calidad                      | accion_correctiva                    | text                        |                          |                   |               | YES         |                                                        |               16
 control_calidad                      | accion_tomada                        | text                        |                          |                   |               | YES         |                                                        |               17
 control_calidad                      | evidencia_url                        | character varying           |                      500 |                   |               | YES         |                                                        |               18
 control_calidad                      | metadata                             | jsonb                       |                          |                   |               | YES         | '{}'::jsonb                                            |               19
 costos_masa                          | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('costos_masa_id_seq'::regclass)                |                1
 costos_masa                          | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                        |                2
 costos_masa                          | costo_mp_total                       | numeric                     |                          |                14 |             4 | YES         | 0                                                      |                3
 costos_masa                          | costo_mo_total                       | numeric                     |                          |                14 |             4 | YES         | 0                                                      |                4
 costos_masa                          | costo_cif_total                      | numeric                     |                          |                14 |             4 | YES         | 0                                                      |                5
 costos_masa                          | costo_total_masa                     | numeric                     |                          |                14 |             4 | YES         | 0                                                      |                6
 costos_masa                          | kilos_masa_real                      | numeric                     |                          |                10 |             3 | YES         | 0                                                      |                7
 costos_masa                          | costo_por_kilo                       | numeric                     |                          |                14 |             4 | YES         | 0                                                      |                8
 costos_masa                          | fecha_calculo_mp                     | timestamp without time zone |                          |                   |               | YES         |                                                        |                9
 costos_masa                          | fecha_calculo_final                  | timestamp without time zone |                          |                   |               | YES         |                                                        |               10
 costos_masa                          | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               11
 costos_masa                          | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               12
 empaque_consumo_materiales           | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('empaque_consumo_materiales_id_seq'::regclass) |                1
 empaque_consumo_materiales           | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                        |                2
 empaque_consumo_materiales           | producto_masa_id                     | integer                     |                          |                32 |             0 | NO          |                                                        |                3
 empaque_consumo_materiales           | item_code_comp                       | character varying           |                       50 |                   |               | NO          |                                                        |                4
 empaque_consumo_materiales           | item_name_comp                       | character varying           |                      200 |                   |               | YES         |                                                        |                5
 empaque_consumo_materiales           | cantidad_consumida                   | numeric                     |                          |                14 |             4 | NO          | 0                                                      |                6
 empaque_consumo_materiales           | uom                                  | character varying           |                       20 |                   |               | YES         |                                                        |                7
 empaque_consumo_materiales           | costo_unitario_mat                   | numeric                     |                          |                14 |             4 | YES         | 0                                                      |                8
 empaque_consumo_materiales           | costo_total_mat                      | numeric                     |                          |                14 |             4 | YES         | 0                                                      |                9
 empaque_consumo_materiales           | sap_doc_entry_salida                 | integer                     |                          |                32 |             0 | YES         |                                                        |               10
 empaque_consumo_materiales           | sap_doc_num_salida                   | character varying           |                       20 |                   |               | YES         | NULL::character varying                                |               11
 empaque_consumo_materiales           | created_at                           | timestamp without time zone |                          |                   |               | YES         | now()                                                  |               12
 empaque_detalles                     | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('empaque_detalles_id_seq'::regclass)           |                1
 empaque_detalles                     | empaque_id                           | integer                     |                          |                32 |             0 | NO          |                                                        |                2
 empaque_detalles                     | producto_masa_id                     | integer                     |                          |                32 |             0 | NO          |                                                        |                3
 empaque_detalles                     | unidades_empacadas                   | integer                     |                          |                32 |             0 | NO          | 0                                                      |                4
 empaque_detalles                     | unidades_merma                       | integer                     |                          |                32 |             0 | NO          | 0                                                      |                5
 empaque_detalles                     | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | now()                                                  |                6
 empaque_detalles                     | sub_masa_id                          | integer                     |                          |                32 |             0 | YES         |                                                        |                7
 empaque_detalles                     | ppm_ov_id                            | integer                     |                          |                32 |             0 | YES         |                                                        |                8
 empaque_por_masa                     | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('empaque_por_masa_id_seq'::regclass)           |                1
 empaque_por_masa                     | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                     |                2
 empaque_por_masa                     | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                        |                3
 empaque_por_masa                     | ingrediente_sap_code                 | character varying           |                       50 |                   |               | YES         |                                                        |                4
 empaque_por_masa                     | ingrediente_nombre                   | character varying           |                      200 |                   |               | NO          |                                                        |                5
 empaque_por_masa                     | uom                                  | character varying           |                       20 |                   |               | YES         |                                                        |                6
 empaque_por_masa                     | cantidad                             | numeric                     |                          |                14 |             4 | NO          | 0                                                      |                7
 empaque_por_masa                     | orden_visualizacion                  | integer                     |                          |                32 |             0 | YES         | 0                                                      |                8
 empaque_por_masa                     | disponible                           | boolean                     |                          |                   |               | YES         | false                                                  |                9
 empaque_por_masa                     | verificado                           | boolean                     |                          |                   |               | YES         | false                                                  |               10
 empaque_por_masa                     | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               11
 empaque_por_masa                     | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                      |               12
 especificaciones_formado             | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('especificaciones_formado_id_seq'::regclass)   |                1
 especificaciones_formado             | uuid                                 | uuid                        |                          |                   |               | NO          | gen_random_uuid()                                      |                2
 especificaciones_formado             | tipo_masa                            | character varying           |                      100 |                   |               | NO          |                                                        |                3
 especificaciones_formado             | producto_codigo                      | character varying           |                       50 |                   |               | YES         |                                                        |                4
 especificaciones_formado             | producto_nombre                      | character varying           |                      200 |                   |               | YES         |                                                        |                5
