        table_name        |             column_name              |          data_type          | character_maximum_length | numeric_precision | numeric_scale | is_nullable |                    column_default                     | ordinal_position 
 configuracion_etiqueta   | alergenos_txt                        | text                        |                          |                   |               | YES         |                                                       |                5
 configuracion_etiqueta   | condiciones_txt                      | text                        |                          |                   |               | YES         | 'Mantener en lugar fresco y seco'::text               |                6
 configuracion_etiqueta   | registro_invima                      | character varying           |                      100 |                   |               | YES         |                                                       |                7
 configuracion_etiqueta   | peso_neto_txt                        | character varying           |                      100 |                   |               | YES         |                                                       |                8
 configuracion_etiqueta   | fabricante_txt                       | character varying           |                      200 |                   |               | YES         | 'La Artesa SAS – Bogotá, Colombia'::character varying |                9
 configuracion_etiqueta   | activo                               | boolean                     |                          |                   |               | YES         | true                                                  |               10
 configuracion_etiqueta   | created_at                           | timestamp without time zone |                          |                   |               | YES         | now()                                                 |               11
 configuracion_etiqueta   | updated_at                           | timestamp without time zone |                          |                   |               | YES         | now()                                                 |               12
 configuracion_sistema    | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('configuracion_sistema_id_seq'::regclass)     |                1
 configuracion_sistema    | clave                                | character varying           |                      100 |                   |               | NO          |                                                       |                2
 configuracion_sistema    | valor                                | text                        |                          |                   |               | YES         |                                                       |                3
 configuracion_sistema    | tipo                                 | character varying           |                       20 |                   |               | YES         | 'STRING'::character varying                           |                4
 configuracion_sistema    | categoria                            | character varying           |                       50 |                   |               | YES         |                                                       |                5
 configuracion_sistema    | descripcion                          | text                        |                          |                   |               | YES         |                                                       |                6
 configuracion_sistema    | es_publica                           | boolean                     |                          |                   |               | YES         | false                                                 |                7
 configuracion_sistema    | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |                8
 configuracion_sistema    | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |                9
 configuracion_sistema    | actualizado_por                      | integer                     |                          |                32 |             0 | YES         |                                                       |               10
 control_calidad          | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('control_calidad_id_seq'::regclass)           |                1
 control_calidad          | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 control_calidad          | orden_id                             | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 control_calidad          | etapa_id                             | integer                     |                          |                32 |             0 | YES         |                                                       |                4
 control_calidad          | tipo_control                         | character varying           |                       50 |                   |               | NO          |                                                       |                5
 control_calidad          | parametro                            | character varying           |                      100 |                   |               | NO          |                                                       |                6
 control_calidad          | valor_esperado                       | character varying           |                      100 |                   |               | YES         |                                                       |                7
 control_calidad          | valor_minimo                         | character varying           |                      100 |                   |               | YES         |                                                       |                8
 control_calidad          | valor_maximo                         | character varying           |                      100 |                   |               | YES         |                                                       |                9
 control_calidad          | valor_real                           | character varying           |                      100 |                   |               | NO          |                                                       |               10
 control_calidad          | unidad_medida                        | character varying           |                       20 |                   |               | YES         |                                                       |               11
 control_calidad          | cumple                               | boolean                     |                          |                   |               | YES         | true                                                  |               12
 control_calidad          | nivel_criticidad                     | character varying           |                       20 |                   |               | YES         | 'MEDIO'::character varying                            |               13
 control_calidad          | fecha_registro                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               14
 control_calidad          | usuario_id                           | integer                     |                          |                32 |             0 | NO          |                                                       |               15
 control_calidad          | accion_correctiva                    | text                        |                          |                   |               | YES         |                                                       |               16
 control_calidad          | accion_tomada                        | text                        |                          |                   |               | YES         |                                                       |               17
 control_calidad          | evidencia_url                        | character varying           |                      500 |                   |               | YES         |                                                       |               18
 control_calidad          | metadata                             | jsonb                       |                          |                   |               | YES         | '{}'::jsonb                                           |               19
 costos_masa              | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('costos_masa_id_seq'::regclass)               |                1
 costos_masa              | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                       |                2
 costos_masa              | costo_mp_total                       | numeric                     |                          |                14 |             4 | YES         | 0                                                     |                3
 costos_masa              | costo_mo_total                       | numeric                     |                          |                14 |             4 | YES         | 0                                                     |                4
 costos_masa              | costo_cif_total                      | numeric                     |                          |                14 |             4 | YES         | 0                                                     |                5
 costos_masa              | costo_total_masa                     | numeric                     |                          |                14 |             4 | YES         | 0                                                     |                6
 costos_masa              | kilos_masa_real                      | numeric                     |                          |                10 |             3 | YES         | 0                                                     |                7
 costos_masa              | costo_por_kilo                       | numeric                     |                          |                14 |             4 | YES         | 0                                                     |                8
 costos_masa              | fecha_calculo_mp                     | timestamp without time zone |                          |                   |               | YES         |                                                       |                9
 costos_masa              | fecha_calculo_final                  | timestamp without time zone |                          |                   |               | YES         |                                                       |               10
 costos_masa              | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               11
 costos_masa              | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               12
 empaque_detalles         | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('empaque_detalles_id_seq'::regclass)          |                1
 empaque_detalles         | empaque_id                           | integer                     |                          |                32 |             0 | NO          |                                                       |                2
 empaque_detalles         | producto_masa_id                     | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 empaque_detalles         | unidades_empacadas                   | integer                     |                          |                32 |             0 | NO          | 0                                                     |                4
 empaque_detalles         | unidades_merma                       | integer                     |                          |                32 |             0 | NO          | 0                                                     |                5
 empaque_detalles         | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | now()                                                 |                6
 empaque_detalles         | sub_masa_id                          | integer                     |                          |                32 |             0 | YES         |                                                       |                7
 empaque_por_masa         | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('empaque_por_masa_id_seq'::regclass)          |                1
 empaque_por_masa         | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 empaque_por_masa         | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 empaque_por_masa         | ingrediente_sap_code                 | character varying           |                       50 |                   |               | YES         |                                                       |                4
 empaque_por_masa         | ingrediente_nombre                   | character varying           |                      200 |                   |               | NO          |                                                       |                5
 empaque_por_masa         | uom                                  | character varying           |                       20 |                   |               | YES         |                                                       |                6
 empaque_por_masa         | cantidad                             | numeric                     |                          |                14 |             4 | NO          | 0                                                     |                7
 empaque_por_masa         | orden_visualizacion                  | integer                     |                          |                32 |             0 | YES         | 0                                                     |                8
 empaque_por_masa         | disponible                           | boolean                     |                          |                   |               | YES         | false                                                 |                9
 empaque_por_masa         | verificado                           | boolean                     |                          |                   |               | YES         | false                                                 |               10
 empaque_por_masa         | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               11
 empaque_por_masa         | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               12
 especificaciones_formado | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('especificaciones_formado_id_seq'::regclass)  |                1
 especificaciones_formado | uuid                                 | uuid                        |                          |                   |               | NO          | gen_random_uuid()                                     |                2
 especificaciones_formado | tipo_masa                            | character varying           |                      100 |                   |               | NO          |                                                       |                3
 especificaciones_formado | producto_codigo                      | character varying           |                       50 |                   |               | YES         |                                                       |                4
 especificaciones_formado | producto_nombre                      | character varying           |                      200 |                   |               | YES         |                                                       |                5
 especificaciones_formado | largo_cm                             | numeric                     |                          |                 5 |             2 | YES         |                                                       |                6
 especificaciones_formado | ancho_cm                             | numeric                     |                          |                 5 |             2 | YES         |                                                       |                7
 especificaciones_formado | alto_cm                              | numeric                     |                          |                 5 |             2 | YES         |                                                       |                8
 especificaciones_formado | diametro_cm                          | numeric                     |                          |                 5 |             2 | YES         |                                                       |                9
 especificaciones_formado | tolerancia_cm                        | numeric                     |                          |                 5 |             2 | YES         | 1.0                                                   |               10
 especificaciones_formado | activo                               | boolean                     |                          |                   |               | YES         | true                                                  |               11
 especificaciones_formado | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               12
 especificaciones_formado | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               13
 etapas_proceso           | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('etapas_proceso_id_seq'::regclass)            |                1
 etapas_proceso           | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 etapas_proceso           | orden_id                             | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 etapas_proceso           | etapa                                | character varying           |                       50 |                   |               | NO          |                                                       |                4
 etapas_proceso           | numero_etapa                         | integer                     |                          |                32 |             0 | NO          |                                                       |                5
 etapas_proceso           | estado                               | character varying           |                       20 |                   |               | YES         | 'PENDIENTE'::character varying                        |                6
 etapas_proceso           | fecha_inicio                         | timestamp without time zone |                          |                   |               | YES         |                                                       |                7
 etapas_proceso           | fecha_fin                            | timestamp without time zone |                          |                   |               | YES         |                                                       |                8
 etapas_proceso           | tiempo_duracion                      | integer                     |                          |                32 |             0 | YES         |                                                       |                9
 etapas_proceso           | usuario_id                           | integer                     |                          |                32 |             0 | YES         |                                                       |               10
 etapas_proceso           | parametros                           | jsonb                       |                          |                   |               | YES         | '{}'::jsonb                                           |               11
 etapas_proceso           | resultados                           | jsonb                       |                          |                   |               | YES         | '{}'::jsonb                                           |               12
 etapas_proceso           | observaciones                        | text                        |                          |                   |               | YES         |                                                       |               13
 etapas_proceso           | requiere_aprobacion                  | boolean                     |                          |                   |               | YES         | false                                                 |               14
 etapas_proceso           | aprobado_por                         | integer                     |                          |                32 |             0 | YES         |                                                       |               15
 etapas_proceso           | fecha_aprobacion                     | timestamp without time zone |                          |                   |               | YES         |                                                       |               16
 etapas_proceso           | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               17
 ingredientes_masa        | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('ingredientes_masa_id_seq'::regclass)         |                1
 ingredientes_masa        | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 ingredientes_masa        | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 ingredientes_masa        | ingrediente_sap_code                 | character varying           |                       50 |                   |               | YES         |                                                       |                4
 ingredientes_masa        | ingrediente_nombre                   | character varying           |                      200 |                   |               | NO          |                                                       |                5
 ingredientes_masa        | orden_visualizacion                  | integer                     |                          |                32 |             0 | YES         | 0                                                     |                6
 ingredientes_masa        | porcentaje_panadero                  | numeric                     |                          |                10 |             4 | NO          |                                                       |                7
 ingredientes_masa        | es_harina                            | boolean                     |                          |                   |               | YES         | false                                                 |                8
 ingredientes_masa        | es_agua                              | boolean                     |                          |                   |               | YES         | false                                                 |                9
 ingredientes_masa        | es_prefermento                       | boolean                     |                          |                   |               | YES         | false                                                 |               10
 ingredientes_masa        | cantidad_gramos                      | numeric                     |                          |                10 |             2 | NO          |                                                       |               11
 ingredientes_masa        | cantidad_kilos                       | numeric                     |                          |                10 |             3 | NO          |                                                       |               12
 ingredientes_masa        | disponible                           | boolean                     |                          |                   |               | YES         | false                                                 |               13
 ingredientes_masa        | verificado                           | boolean                     |                          |                   |               | YES         | false                                                 |               14
 ingredientes_masa        | pesado                               | boolean                     |                          |                   |               | YES         | false                                                 |               15
 ingredientes_masa        | peso_real                            | numeric                     |                          |                10 |             2 | YES         |                                                       |               16
 ingredientes_masa        | diferencia_gramos                    | numeric                     |                          |                10 |             2 | YES         |                                                       |               17
 ingredientes_masa        | lote                                 | character varying           |                      100 |                   |               | YES         |                                                       |               18
 ingredientes_masa        | fecha_vencimiento                    | date                        |                          |                   |               | YES         |                                                       |               19
 ingredientes_masa        | observaciones                        | text                        |                          |                   |               | YES         |                                                       |               20
 ingredientes_masa        | usuario_peso                         | integer                     |                          |                32 |             0 | YES         |                                                       |               21
 ingredientes_masa        | timestamp_peso                       | timestamp without time zone |                          |                   |               | YES         |                                                       |               22
 ingredientes_masa        | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               23
 ingredientes_masa        | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               24
 ingredientes_masa        | uom                                  | character varying           |                       20 |                   |               | YES         |                                                       |               25
 ingredientes_masa        | es_empaque                           | boolean                     |                          |                   |               | YES         | false                                                 |               26
 ingredientes_masa        | costo_unitario_sap                   | numeric                     |                          |                14 |             4 | YES         | 0                                                     |               27
 ingredientes_masa        | costo_total_mp                       | numeric                     |                          |                14 |             4 | YES         | 0                                                     |               28
 lotes                    | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('lotes_id_seq'::regclass)                     |                1
 lotes                    | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 lotes                    | codigo_lote                          | character varying           |                       50 |                   |               | NO          |                                                       |                3
 lotes                    | orden_id                             | integer                     |                          |                32 |             0 | YES         |                                                       |                4
 lotes                    | codigo_producto                      | character varying           |                       50 |                   |               | NO          |                                                       |                5
 lotes                    | fecha_produccion                     | date                        |                          |                   |               | NO          |                                                       |                6
 lotes                    | fecha_vencimiento                    | date                        |                          |                   |               | YES         |                                                       |                7
 lotes                    | cantidad                             | numeric                     |                          |                10 |             2 | NO          |                                                       |                8
 lotes                    | cantidad_disponible                  | numeric                     |                          |                10 |             2 | NO          |                                                       |                9
 lotes                    | unidad                               | character varying           |                       10 |                   |               | YES         | 'KG'::character varying                               |               10
 lotes                    | estado                               | character varying           |                       20 |                   |               | YES         | 'DISPONIBLE'::character varying                       |               11
 lotes                    | ubicacion                            | character varying           |                       50 |                   |               | YES         |                                                       |               12
 lotes                    | almacen                              | character varying           |                       10 |                   |               | YES         | '01'::character varying                               |               13
 lotes                    | temperatura_almacenamiento           | numeric                     |                          |                 4 |             1 | YES         |                                                       |               14
 lotes                    | observaciones                        | text                        |                          |                   |               | YES         |                                                       |               15
 lotes                    | metadata                             | jsonb                       |                          |                   |               | YES         | '{}'::jsonb                                           |               16
 lotes                    | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               17
 lotes                    | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               18
 maquinas_corte           | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('maquinas_corte_id_seq'::regclass)            |                1
 maquinas_corte           | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 maquinas_corte           | nombre                               | character varying           |                      100 |                   |               | NO          |                                                       |                3
 maquinas_corte           | codigo                               | character varying           |                       50 |                   |               | YES         |                                                       |                4
 maquinas_corte           | tipo                                 | character varying           |                       50 |                   |               | YES         |                                                       |                5
 maquinas_corte           | capacidad_kg                         | numeric                     |                          |                10 |             2 | YES         |                                                       |                6
 maquinas_corte           | activa                               | boolean                     |                          |                   |               | YES         | true                                                  |                7
 maquinas_corte           | observaciones                        | text                        |                          |                   |               | YES         |                                                       |                8
 maquinas_corte           | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |                9
 maquinas_corte           | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               10
 maquinas_formado         | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('maquinas_formado_id_seq'::regclass)          |                1
 maquinas_formado         | uuid                                 | uuid                        |                          |                   |               | NO          | gen_random_uuid()                                     |                2
 maquinas_formado         | nombre                               | character varying           |                      100 |                   |               | NO          |                                                       |                3
 maquinas_formado         | codigo                               | character varying           |                       50 |                   |               | NO          |                                                       |                4
 maquinas_formado         | tipo                                 | character varying           |                       50 |                   |               | YES         | 'FORMADORA'::character varying                        |                5
 maquinas_formado         | capacidad_kg                         | numeric                     |                          |                10 |             2 | YES         |                                                       |                6
 maquinas_formado         | activa                               | boolean                     |                          |                   |               | YES         | true                                                  |                7
 maquinas_formado         | observaciones                        | text                        |                          |                   |               | YES         |                                                       |                8
 maquinas_formado         | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |                9
 maquinas_formado         | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               10
 masas_produccion         | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('masas_produccion_id_seq'::regclass)          |                1
 masas_produccion         | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 masas_produccion         | codigo_masa                          | character varying           |                       50 |                   |               | NO          |                                                       |                3
 masas_produccion         | tipo_masa                            | character varying           |                      100 |                   |               | NO          |                                                       |                4
 masas_produccion         | nombre_masa                          | character varying           |                      200 |                   |               | NO          |                                                       |                5
 masas_produccion         | fecha_produccion                     | date                        |                          |                   |               | NO          |                                                       |                6
 masas_produccion         | total_kilos_base                     | numeric                     |                          |                10 |             2 | NO          |                                                       |                7
 masas_produccion         | total_kilos_con_merma                | numeric                     |                          |                10 |             2 | NO          |                                                       |                8
 masas_produccion         | porcentaje_merma                     | numeric                     |                          |                 5 |             2 | YES         | 0                                                     |                9
 masas_produccion         | factor_absorcion_usado               | numeric                     |                          |                 5 |             2 | NO          |                                                       |               10
 masas_produccion         | estado                               | character varying           |                       50 |                   |               | YES         | 'PLANIFICACION'::character varying                    |               11
 masas_produccion         | fase_actual                          | character varying           |                       50 |                   |               | YES         | 'PLANIFICACION'::character varying                    |               12
 masas_produccion         | fase_bloqueada                       | boolean                     |                          |                   |               | YES         | true                                                  |               13
 masas_produccion         | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               14
 masas_produccion         | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               15
 masas_produccion         | created_by                           | integer                     |                          |                32 |             0 | YES         |                                                       |               16
 masas_produccion         | fecha_sap_referencia                 | date                        |                          |                   |               | YES         |                                                       |               17
 masas_produccion         | total_ordenes                        | integer                     |                          |                32 |             0 | YES         | 0                                                     |               18
 masas_produccion         | total_productos                      | integer                     |                          |                32 |             0 | YES         | 0                                                     |               19
 masas_produccion         | masa_padre_id                        | integer                     |                          |                32 |             0 | YES         |                                                       |               20
 masas_produccion         | es_subdivision                       | boolean                     |                          |                   |               | YES         | false                                                 |               21
 masas_produccion         | subdivision_letra                    | character varying           |                        1 |                   |               | YES         |                                                       |               22
 masas_produccion         | fue_subdividida                      | boolean                     |                          |                   |               | YES         | false                                                 |               23
 masas_produccion         | lote_produccion                      | character varying           |                       20 |                   |               | YES         |                                                       |               24
 masas_produccion         | es_repeticion                        | boolean                     |                          |                   |               | YES         | false                                                 |               25
 masas_produccion         | aprobado_por                         | integer                     |                          |                32 |             0 | YES         |                                                       |               26
 masas_produccion         | aprobado_en                          | timestamp without time zone |                          |                   |               | YES         |                                                       |               27
 masas_produccion         | es_adicional                         | boolean                     |                          |                   |               | YES         | false                                                 |               28
 masas_produccion         | masa_adicional_referencia_id         | integer                     |                          |                32 |             0 | YES         |                                                       |               29
 masas_produccion         | costo_mo_total                       | numeric                     |                          |                14 |             4 | YES         | 0                                                     |               30
 notificaciones_empaque   | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('notificaciones_empaque_id_seq'::regclass)    |                1
 notificaciones_empaque   | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 notificaciones_empaque   | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 notificaciones_empaque   | destinatarios                        | ARRAY                       |                          |                   |               | YES         |                                                       |                4
 notificaciones_empaque   | asunto                               | character varying           |                      500 |                   |               | YES         |                                                       |                5
 notificaciones_empaque   | cuerpo                               | text                        |                          |                   |               | YES         |                                                       |                6
 notificaciones_empaque   | estado_envio                         | character varying           |                       50 |                   |               | YES         | 'PENDIENTE'::character varying                        |                7
 notificaciones_empaque   | fecha_envio                          | timestamp without time zone |                          |                   |               | YES         |                                                       |                8
 notificaciones_empaque   | error_mensaje                        | text                        |                          |                   |               | YES         |                                                       |                9
 notificaciones_empaque   | enviado_por                          | integer                     |                          |                32 |             0 | YES         |                                                       |               10
 notificaciones_empaque   | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               11
 orden_masa_relacion      | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('orden_masa_relacion_id_seq'::regclass)       |                1
 orden_masa_relacion      | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                       |                2
 orden_masa_relacion      | orden_sap_docentry                   | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 orden_masa_relacion      | orden_sap_docnum                     | character varying           |                       50 |                   |               | YES         |                                                       |                4
 orden_masa_relacion      | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |                5
 orden_productos          | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('orden_productos_id_seq'::regclass)           |                1
 orden_productos          | orden_id                             | integer                     |                          |                32 |             0 | NO          |                                                       |                2
 orden_productos          | codigo_producto                      | character varying           |                       50 |                   |               | NO          |                                                       |                3
 orden_productos          | descripcion                          | character varying           |                      200 |                   |               | YES         |                                                       |                4
 orden_productos          | cantidad_requerida                   | numeric                     |                          |                10 |             2 | NO          |                                                       |                5
 orden_productos          | cantidad_producida                   | numeric                     |                          |                10 |             2 | YES         | 0                                                     |                6
 orden_productos          | unidad                               | character varying           |                       10 |                   |               | YES         | 'KG'::character varying                               |                7
 orden_productos          | lote                                 | character varying           |                       50 |                   |               | YES         |                                                       |                8
 orden_productos          | fecha_vencimiento                    | date                        |                          |                   |               | YES         |                                                       |                9
 orden_productos          | ubicacion                            | character varying           |                       50 |                   |               | YES         |                                                       |               10
 orden_productos          | metadata                             | jsonb                       |                          |                   |               | YES         | '{}'::jsonb                                           |               11
 orden_productos          | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               12
 ordenes_produccion       | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('ordenes_produccion_id_seq'::regclass)        |                1
 ordenes_produccion       | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 ordenes_produccion       | sap_docentry                         | integer                     |                          |                32 |             0 | YES         |                                                       |                3
 ordenes_produccion       | sap_docnum                           | character varying           |                       20 |                   |               | YES         |                                                       |                4
 ordenes_produccion       | codigo_orden                         | character varying           |                       50 |                   |               | NO          |                                                       |                5
 ordenes_produccion       | fecha_creacion                       | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |                6
 ordenes_produccion       | fecha_planificada                    | date                        |                          |                   |               | NO          |                                                       |                7
 ordenes_produccion       | fecha_inicio                         | timestamp without time zone |                          |                   |               | YES         |                                                       |                8
 ordenes_produccion       | fecha_cierre                         | timestamp without time zone |                          |                   |               | YES         |                                                       |                9
 ordenes_produccion       | tipo_masa                            | character varying           |                       50 |                   |               | NO          |                                                       |               10
 ordenes_produccion       | cantidad_planificada                 | numeric                     |                          |                10 |             2 | NO          |                                                       |               11
 ordenes_produccion       | cantidad_producida                   | numeric                     |                          |                10 |             2 | YES         | 0                                                     |               12
 ordenes_produccion       | cantidad_desperdicio                 | numeric                     |                          |                10 |             2 | YES         | 0                                                     |               13
 ordenes_produccion       | unidad_medida                        | character varying           |                       10 |                   |               | YES         | 'KG'::character varying                               |               14
 ordenes_produccion       | estado                               | character varying           |                       20 |                   |               | YES         | 'PENDIENTE'::character varying                        |               15
 ordenes_produccion       | prioridad                            | integer                     |                          |                32 |             0 | YES         | 1                                                     |               16
 ordenes_produccion       | almacen_destino                      | character varying           |                       10 |                   |               | YES         | '01'::character varying                               |               17
 ordenes_produccion       | lote_produccion                      | character varying           |                       50 |                   |               | YES         |                                                       |               18
 ordenes_produccion       | usuario_inicio                       | integer                     |                          |                32 |             0 | YES         |                                                       |               19
 ordenes_produccion       | usuario_cierre                       | integer                     |                          |                32 |             0 | YES         |                                                       |               20
 ordenes_produccion       | observaciones                        | text                        |                          |                   |               | YES         |                                                       |               21
 ordenes_produccion       | motivo_cancelacion                   | text                        |                          |                   |               | YES         |                                                       |               22
 ordenes_produccion       | tiempo_total_produccion              | integer                     |                          |                32 |             0 | YES         |                                                       |               23
 ordenes_produccion       | eficiencia_produccion                | numeric                     |                          |                 5 |             2 | YES         |                                                       |               24
 ordenes_produccion       | metadata                             | jsonb                       |                          |                   |               | YES         | '{}'::jsonb                                           |               25
 ordenes_produccion       | fecha_actualizacion                  | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               26
 pesaje_lotes_consumo     | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('pesaje_lotes_consumo_id_seq'::regclass)      |                1
 pesaje_lotes_consumo     | ingrediente_id                       | integer                     |                          |                32 |             0 | NO          |                                                       |                2
 pesaje_lotes_consumo     | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 pesaje_lotes_consumo     | item_code                            | character varying           |                       50 |                   |               | NO          |                                                       |                4
 pesaje_lotes_consumo     | batch                                | character varying           |                      100 |                   |               | NO          |                                                       |                5
 pesaje_lotes_consumo     | cantidad_kg                          | numeric                     |                          |                12 |             3 | NO          |                                                       |                6
 pesaje_lotes_consumo     | reservado_at                         | timestamp without time zone |                          |                   |               | YES         | now()                                                 |                7
 pesaje_lotes_consumo     | usuario_id                           | integer                     |                          |                32 |             0 | YES         |                                                       |                8
 productos_por_masa       | id                                   | integer                     |                          |                32 |             0 | NO          | nextval('productos_por_masa_id_seq'::regclass)        |                1
 productos_por_masa       | uuid                                 | uuid                        |                          |                   |               | NO          | uuid_generate_v4()                                    |                2
 productos_por_masa       | masa_id                              | integer                     |                          |                32 |             0 | NO          |                                                       |                3
 productos_por_masa       | producto_codigo                      | character varying           |                       50 |                   |               | NO          |                                                       |                4
 productos_por_masa       | producto_nombre                      | character varying           |                      200 |                   |               | NO          |                                                       |                5
 productos_por_masa       | presentacion                         | character varying           |                      100 |                   |               | YES         |                                                       |                6
 productos_por_masa       | gramaje_unitario                     | numeric                     |                          |                10 |             2 | NO          |                                                       |                7
 productos_por_masa       | unidades_pedidas                     | integer                     |                          |                32 |             0 | NO          | 0                                                     |                8
 productos_por_masa       | unidades_programadas                 | integer                     |                          |                32 |             0 | NO          | 0                                                     |                9
 productos_por_masa       | unidades_producidas                  | integer                     |                          |                32 |             0 | YES         | 0                                                     |               10
 productos_por_masa       | kilos_pedidos                        | numeric                     |                          |                10 |             2 | NO          | 0                                                     |               11
 productos_por_masa       | kilos_programados                    | numeric                     |                          |                10 |             2 | NO          | 0                                                     |               12
 productos_por_masa       | kilos_producidos                     | numeric                     |                          |                10 |             2 | YES         | 0                                                     |               13
 productos_por_masa       | peso_masa_division                   | numeric                     |                          |                10 |             2 | YES         |                                                       |               14
 productos_por_masa       | cantidad_divisiones                  | integer                     |                          |                32 |             0 | YES         |                                                       |               15
 productos_por_masa       | division_completada                  | boolean                     |                          |                   |               | YES         | false                                                 |               16
 productos_por_masa       | created_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               17
 productos_por_masa       | updated_at                           | timestamp without time zone |                          |                   |               | YES         | CURRENT_TIMESTAMP                                     |               18
 productos_por_masa       | sap_item_code                        | character varying           |                       50 |                   |               | YES         |                                                       |               19
 productos_por_masa       | unidades_por_paquete                 | numeric                     |                          |                10 |             4 | YES         | 1                                                     |               20
 productos_por_masa       | cantidad_paquetes                    | numeric                     |                          |                10 |             2 | YES         | 0                                                     |               21
 productos_por_masa       | sap_doc_entry                        | integer                     |                          |                32 |             0 | YES         |                                                       |               22
 productos_por_masa       | sap_doc_num                          | character varying           |                       20 |                   |               | YES         |                                                       |               23
